r,g,b,oc
15.0122929245055,9.2,5.4,2.59
19.5597196358849,12.2,6.9,1.35
22.9482293132235,14.6,8.2,0.9
22.9704047179341,14.6,8.3,0.81
13.7632071732611,10.4,8.1,3.69
10.9086307824808,8.7,7.0,1.83
12.3165504408476,10.0,8.1,1.27
13.4086059258839,11.1,8.9,1.01
11.6816499485185,9.9,8.1,0.84
13.8200464683047,11.6,9.3,0.8
13.8121838309701,11.6,9.5,0.81
20.6134916734165,17.2,11.9,0.39
30.987308642206,25.4,15.1,0.21
36.2309778322448,29.0,16.9,0.12
26.1227670148947,16.1,9.6,0.09
18.8040892458157,13.5,10.5,1.11
17.3910449043024,12.5,9.7,0.57
15.9015470961455,11.4,9.0,0.6
21.4820612007753,14.7,10.3,0.34
11.8595623071408,8.5,6.7,6.21
10.1107640178931,7.5,6.1,4.9
8.01753944908604,6.2,5.3,5.23
8.6708237082437,6.9,5.8,4.62
9.32033900740055,6.8,5.5,3.86
9.91952310901642,7.4,5.9,3.9
8.6821879316981,6.9,5.8,6.14
9.40841192248557,7.1,5.8,5.73
7.98148338535672,5.9,4.8,4.29
35.1933899483319,28.0,20.7,0.22
13.9998980175125,10.1,7.9,2.8
18.8045838268282,9.5,5.3,1.38
19.7994040151238,9.9,5.5,0.59
21.2986575246536,11.1,6.2,0.35
32.1132141956069,19.8,11.0,0.24
17.1974013041856,10.8,6.3,1.85
21.6713682894826,11.0,6.2,5.09
19.5112702144159,11.1,6.1,0.85
18.4629550457409,13.0,8.3,0.33
20.8022588995685,12.1,6.6,1.21
28.1617865764966,20.1,11.8,1.79
29.42155981924,19.8,11.3,0.81
28.2116214121664,18.4,10.5,0.53
28.2492402765984,16.8,9.6,0.31
17.6088215700226,11.7,7.5,3.2
19.3295526983857,12.6,7.5,1.29
23.1368578650263,14.8,8.1,0.39
31.7160703295016,26.1,18.2,0.14
13.3343817514601,9.0,7.0,5.12
14.9048029956056,10.5,8.1,2.67
10.8595603475417,7.6,6.0,3.12
23.3957513752577,18.5,13.9,0.2
16.5024494855135,12.0,9.2,1.18
29.9683095310528,19.5,13.4,3.4
30.2262360554104,20.0,13.7,2.89
35.0363203179728,24.0,16.0,2.16
29.5020482104143,20.3,13.0,1.63
29.1164164439164,20.8,14.2,1.1
36.5213480731597,26.0,15.7,0.66
38.9719379651541,28.5,17.1,0.49
25.1190335496598,15.6,8.9,4.09
27.3242267106569,17.8,11.6,1.71
26.3777083028946,18.6,12.5,1.49
26.3590078572201,18.2,11.8,1.48
28.5471522317721,19.6,12.7,0.35
21.2324108091409,14.2,9.8,0.22
17.083002941773,11.1,7.7,2.79
16.7360769720423,11.0,7.5,1.47
22.589101221964,14.2,9.1,0.64
25.0359514476696,16.8,9.4,0.34
28.8811245003853,17.1,8.6,0.28
31.8775062206273,23.5,16.0,0.43
27.7708604236085,19.7,13.3,0.32
32.0825447106855,23.8,16.3,0.12
39.1534479253808,29.7,20.7,0.12
26.3974725705578,20.8,15.8,0.43
26.3379713732252,20.7,16.0,0.35
32.5983165432344,26.8,21.3,0.25
27.4413159287937,21.7,17.2,0.35
17.6039274313757,12.6,9.7,0.63
15.9633301847924,12.1,9.7,1.6
14.9503752743846,11.6,9.3,1.29
17.6532737805065,14.4,11.8,0.52
24.3456157166186,19.8,15.4,0.3
36.715581861563,30.2,20.6,0.11
45.4561362617856,38.3,26.2,0.06
12.8666128181693,9.3,7.3,4.03
17.9936966615226,14.0,10.7,0.94
24.7677448555755,19.2,13.7,0.3
31.1639641148992,25.0,17.4,0.21
33.2670511156929,27.6,19.9,0.22
22.2048510863131,18.3,14.5,0.52
32.7113320984413,25.0,18.8,1.16
29.7999322259975,22.2,14.9,0.1
32.9484639549278,24.3,16.3,0.1
38.31258032094,28.6,19.4,0.15
22.4820733211089,18.8,12.9,0.74
22.7121267056497,17.7,11.9,0.96
24.7852743839931,20.3,12.7,0.28
15.5404375338681,11.0,8.4,2.48
14.1991138758691,10.1,7.8,2.21
9.76004548235983,7.0,5.5,1.85
19.1001466579644,14.2,10.7,0.22
16.0032113831077,11.6,9.0,1.04
15.1993039581943,10.8,8.2,1.01
11.1079167157987,8.0,6.0,1.0
13.2092308459306,10.2,7.7,0.57
12.0176486446961,9.4,7.1,0.41
15.3330526627681,11.7,9.1,0.33
16.6180839679679,11.0,7.9,3.78
15.9180079884673,10.3,7.3,2.27
27.0781035900983,17.7,11.4,0.45
26.4553516857894,19.7,13.3,0.14
31.064681152382,25.3,18.7,0.05
27.4307867220546,19.7,13.8,0.75
11.6108141829562,6.1,3.7,1.7
14.090087630763,5.9,3.6,0.99
21.1778432862124,9.0,4.8,0.71
17.9828062803921,6.4,3.5,0.58
27.6204996852014,11.4,5.8,0.46
9.57972728272368,7.4,5.4,0.83
9.86857215325699,8.2,6.4,0.78
9.34418793324105,7.6,5.9,0.44
8.76877569199152,7.1,5.5,0.74
8.96856822322469,7.3,5.6,0.65
10.7797128533103,8.7,6.6,0.07
16.3991315686612,10.5,6.6,0.52
21.1907842330986,11.7,6.5,0.3
21.7448868891523,12.0,6.7,0.23
23.1453386411775,15.3,9.3,0.17
23.5010820687368,16.7,10.3,0.16
15.8726597820891,9.6,5.7,0.68
15.1429822250884,7.6,4.4,0.37
18.722970430974,8.0,4.4,0.39
20.647291679113,9.1,5.1,0.36
19.5119347349705,8.9,5.0,0.37
20.1996212801063,15.0,11.0,1.84
16.0611741930538,11.7,8.9,0.8
17.611719454098,12.5,9.2,0.35
19.3708242957558,12.4,7.9,0.17
17.9400623366734,12.8,9.3,0.17
18.590302144391,13.3,8.8,0.11
26.3824619686374,17.0,9.8,0.15
24.9100515429008,15.4,9.2,0.38
24.1716409299755,15.4,9.5,0.44
25.8220016334956,15.8,9.2,0.24
29.1576391851175,17.3,9.5,0.18
30.4090921822401,20.1,12.0,0.21
18.8006114256309,13.3,9.6,2.25
23.0675260535943,16.8,11.9,0.58
27.8203810809591,20.0,13.6,0.1
30.1203665236719,22.1,15.3,0.08
30.1998053747965,21.6,12.9,0.08
26.8592238922723,19.8,12.2,0.09
18.1814280730803,11.8,7.2,2.54
15.9369347503211,10.3,6.3,2.45
25.9384143042225,17.5,9.4,0.78
28.9486840943,21.8,12.4,0.33
29.5982440126284,21.9,12.3,0.22
30.6630313966352,23.6,13.8,0.26
14.4513125419891,11.0,9.2,3.36
27.743388949661,22.2,18.5,0.71
38.8817504819955,31.5,24.4,0.21
45.0339200737441,37.1,22.1,0.13
42.1611648306487,36.5,30.0,0.04
11.3219346147288,7.8,5.1,6.88
9.72247416539498,6.7,4.5,6.42
14.4622409770341,9.8,6.0,3.85
20.5076275151713,14.3,8.0,1.57
28.467893765056,20.2,10.9,1.06
25.7939877239775,16.8,10.9,9.11
37.5047544774346,24.8,13.6,2.55
41.0764280842009,28.2,14.9,1.66
44.1256092924184,31.2,17.2,0.67
45.1787749669657,32.6,18.5,0.52
44.4267611304715,34.2,21.6,0.37
39.9462142722378,28.2,15.0,0.2
47.386592284412,35.7,22.1,0.42
19.8765623509754,13.9,9.4,3.3
15.0694547566557,9.9,6.9,5.1
16.0823922878855,10.4,7.0,3.99
18.779149817803,12.6,8.0,1.76
24.0057429939804,17.8,11.3,0.53
23.8212525515268,18.9,12.5,0.2
13.0432676370025,8.7,6.3,6.42
21.4980277493264,14.8,9.5,1.55
24.6961750568939,18.6,12.5,0.58
16.5505477272698,14.3,11.3,0.06
15.5092658765318,10.1,6.2,3.84
13.1574892245742,8.2,4.9,0.94
14.7606649168877,9.5,5.6,0.55
17.4005930151047,11.5,6.9,3.96
18.4092255622348,12.1,6.9,2.74
17.4582249219997,11.9,6.9,0.73
21.8604243603527,15.0,8.3,0.26
19.5592728894892,14.4,10.2,1.2
21.6226684255228,16.9,11.3,0.33
19.9807543269008,16.6,11.4,0.06
18.4415712781534,15.3,10.9,0.05
14.2718479869219,9.3,6.7,13.67
13.4012532075978,9.6,7.0,7.07
21.8801113156692,13.7,8.3,4.85
19.194228536081,12.5,7.7,3.9
51.3971212423925,41.5,29.9,0.52
48.7492924635235,38.6,25.4,0.28
45.9635200617863,34.7,21.4,0.34
17.6268159512819,13.7,11.0,7.12
43.3159748054013,32.0,21.3,0.69
44.2751433748687,31.9,20.1,0.13
38.9751897705369,27.7,16.8,0.08
34.4399938986847,24.1,14.5,0.08
40.9787912088531,29.9,16.6,0.1
25.6402016162103,20.0,15.5,5.0
48.2666012957171,38.3,27.4,0.6
42.8284145003514,32.7,20.4,0.21
33.2946951303097,26.0,16.1,0.17
35.3006861150782,27.1,15.3,0.14
36.2616113123962,27.8,14.9,0.13
40.3675849951714,33.6,23.9,0.29
18.990987401354,13.7,9.4,8.55
37.291198804396,29.4,20.7,1.06
40.3485234068025,32.9,21.3,0.48
38.0088024902125,32.5,23.4,0.35
27.880228119837,20.0,11.7,2.93
37.4672323563337,27.8,12.6,0.6
37.7476454627861,33.0,23.5,0.37
11.6252891387103,9.1,7.4,2.39
10.1086425526834,7.9,6.4,0.86
26.8888249838213,22.1,15.4,0.41
34.5811209041411,29.2,19.1,0.25
47.0290283074544,34.9,19.8,1.33
49.251587183931,38.4,22.3,0.52
46.7293565817008,36.9,21.2,0.22
25.5530689330283,18.0,11.9,5.27
14.9905436277764,10.6,7.9,2.19
13.6018076150737,9.6,7.2,1.47
12.862568109397,9.2,7.0,1.68
13.5938279175097,9.8,7.4,1.38
22.4296608911574,16.8,11.6,0.65
42.1280118922444,33.7,20.2,0.19
47.0406198954562,37.5,21.5,0.1
32.7436553735619,27.8,19.4,0.42
19.2042058774211,14.2,10.8,2.49
22.1441500657075,16.2,12.2,1.73
20.0732822694168,14.1,10.4,1.41
14.7387915682502,10.4,7.9,1.37
34.4443422108823,27.1,16.9,0.3
44.8024270135578,36.9,22.4,0.11
25.2530021836174,18.5,13.1,1.12
25.5814253983607,18.6,13.0,1.0
27.5822841698503,20.1,14.6,0.5
35.2067954155884,26.8,20.0,0.3
36.7282691989067,27.1,19.4,0.27
40.9160019525847,28.0,15.4,0.11
41.5267292026664,28.5,16.1,0.07
27.2620775596263,22.4,16.9,2.35
25.4267541109645,22.2,16.3,0.52
24.448359815339,20.8,15.0,0.57
25.0384145835954,22.0,16.3,0.6
25.313779508241,22.4,17.1,0.68
11.0196157472608,6.8,5.2,36.4
20.7078056842942,15.1,10.1,2.46
26.4879363804928,17.5,9.6,1.34
26.9611379312285,18.5,9.9,0.75
25.268590584175,19.0,11.8,0.09
39.668970625122,34.4,27.9,1.07
41.5753875750736,37.0,29.3,0.16
36.6149686682992,31.2,23.5,0.18
41.2781093605173,33.9,28.8,0.68
24.631472958774,13.9,7.7,2.96
40.5130815550381,26.5,15.4,0.66
42.7669608106239,35.8,27.1,0.21
36.0983736559731,30.5,24.2,2.54
35.7892309676483,30.2,24.4,2.81
34.6132279102208,30.0,24.9,3.31
34.9377748428534,28.5,22.3,3.29
24.5139766687473,18.1,13.9,3.97
41.0005327928207,30.4,20.5,1.24
44.8051925324391,33.7,22.0,0.73
46.8805795403119,36.7,22.7,0.27
41.433023784556,32.7,17.9,0.2
41.9241331777498,33.0,15.7,0.16
41.5846753481476,32.9,16.3,0.22
46.4356437245964,37.4,21.0,0.16
17.8416845935033,13.0,10.6,6.17
41.5385461911586,30.7,23.5,1.75
47.3812136929838,36.7,22.4,0.65
45.0371005230505,33.7,19.2,0.25
47.3400019814167,35.7,20.3,0.28
13.8800684334052,8.0,4.8,6.5
13.7692209183337,8.1,5.1,6.8
16.4152057801249,9.1,5.1,2.1
18.3274143970324,10.2,5.2,1.2
8.73772002158688,7.1,5.2,14.3
10.6280912881099,6.1,4.2,6.0
16.1303154749449,10.0,6.6,7.6
16.3424313047847,10.6,6.9,2.57
23.2536105529878,15.4,9.7,1.87
25.4196126583231,15.8,8.3,1.05
31.6485639981719,19.1,9.4,0.56
35.2198867896533,21.4,10.2,0.48
20.7292015099192,14.1,8.6,2.57
39.9116483694328,22.8,10.5,1.63
36.1604662013597,20.9,10.0,0.9
43.0706617653089,26.0,11.9,0.47
43.204734419973,22.0,10.3,0.06
47.7108931755546,30.8,15.8,0.37
46.3180029488527,27.4,14.3,0.24
43.6205251967134,20.5,12.2,0.12
49.0404644050712,26.1,15.9,0.05
33.215983634551,22.8,16.7,2.91
44.665610758796,30.7,20.3,1.05
49.6509270667438,32.7,20.6,0.35
51.2635145090667,32.9,20.6,0.21
54.0738930535892,34.7,21.7,0.11
25.4529562308212,18.5,14.5,7.2
46.4681718107189,34.5,20.8,0.81
49.4275102407167,35.9,20.2,0.52
51.0232099442362,34.2,18.9,0.3
54.7877415455396,38.1,21.1,0.21
53.3685824725501,33.6,20.2,0.15
61.8344094101396,48.0,32.4,0.08
45.2316024931174,33.1,19.6,1.24
49.7144753579624,37.0,20.8,0.58
50.2849627441701,37.2,21.1,0.37
48.6866909562508,34.0,19.1,0.25
52.2776622063642,36.8,20.9,0.19
52.5867117340576,35.9,21.0,0.19
27.6218258222557,18.6,10.6,1.07
41.767569366861,28.7,13.1,0.45
44.0689033482451,30.5,13.6,0.35
46.3731093602507,30.4,13.8,0.22
45.6528074196065,24.4,11.7,0.18
25.0885433904019,15.9,10.2,6.46
32.1263776244447,20.9,11.5,1.56
36.7883608849142,23.2,12.5,0.89
39.2349289315121,22.7,12.2,0.63
41.7460993726534,22.0,12.0,0.47
42.0505747511134,19.4,10.8,0.36
23.1148727712376,16.6,11.5,3.11
25.9801634431331,19.0,12.4,2.11
34.6887359369724,25.3,15.3,1.07
42.4155639937408,29.8,16.8,0.75
50.2103933145718,33.9,18.0,0.38
53.3609578587374,35.9,18.8,0.28
20.9793012138681,15.4,13.0,13.29
25.3076617340892,19.9,17.1,2.39
26.5353522750355,21.1,18.1,1.14
40.3177753340814,31.8,27.3,0.22
59.5297655471532,49.8,43.4,0.04
6.92258007571316,4.7,3.7,15.4
6.28419822518449,4.3,3.3,9.78
12.3263639801251,7.8,5.2,6.33
14.7172057896909,8.6,5.0,6.5
26.8056386119006,15.7,7.2,3.49
5.92001870662165,4.1,3.3,15.88
3.83935457658692,3.0,2.6,9.31
3.68006476081705,2.8,2.4,11.2
33.1880183195239,22.9,12.6,1.92
37.2347931344957,26.3,14.1,1.26
11.8109446154784,6.8,4.7,15.75
30.3250983594232,19.9,12.4,3.44
9.0061295516236,6.9,5.7,11.8
10.6500193121984,7.5,5.4,7.98
24.8274060037221,15.9,8.3,2.62
8.69213564781191,6.5,5.1,6.52
24.2215574812952,14.9,9.5,2.82
32.8317995308639,16.7,9.1,0.71
43.0387062812463,24.3,13.8,0.42
48.0381893180411,25.8,16.1,0.19
53.7989159534482,33.9,21.7,0.22
13.3494077550852,9.6,6.9,4.37
32.4262098845772,19.3,10.3,0.99
33.8995911734816,19.3,9.7,0.6
41.264490018957,23.6,11.5,0.38
46.7560811880912,25.9,12.6,0.29
45.35324198493,23.9,12.2,0.23
48.343162628482,24.5,13.5,0.17
41.7206252486448,23.2,14.7,0.04
26.0799299129303,22.2,16.4,0.27
29.4980238983866,23.7,17.0,1.76
30.214655014112,24.8,17.3,0.3
32.1262806244625,26.5,19.0,0.28
27.8205960487342,22.5,15.8,0.15
32.6965138052163,25.4,17.3,0.34
27.0182583021471,21.9,15.4,0.14
29.7659116367727,23.5,15.9,2.6
27.7175205295033,21.9,14.7,0.2
32.5198508278995,26.1,17.8,0.29
26.7289643305789,21.5,14.6,0.15
29.7438623463586,20.5,13.6,1.6
28.9909807464077,19.6,12.4,0.76
26.9610618371742,17.5,10.8,0.61
35.1956512260613,22.9,12.0,0.37
34.3985914909925,22.3,11.8,0.29
39.8137555124667,25.8,12.7,0.18
41.8728005938484,26.5,12.5,0.19
41.6102869657884,25.0,12.0,0.1
41.8072174685709,24.5,12.5,0.09
30.2458612392538,20.0,11.5,0.48
31.386762071125,20.4,11.8,0.23
30.2845076393113,19.6,11.3,0.23
31.9257388757593,20.7,12.0,0.18
31.9273783681156,20.4,11.8,0.17
32.6143214859628,20.9,12.0,0.15
31.300548343319,23.1,14.3,0.96
36.3005339838095,26.9,15.7,0.25
36.610810763758,26.2,15.1,0.16
35.4892344834271,25.8,15.3,0.25
37.5107981810935,27.4,16.5,0.25
28.7608223530195,22.3,15.8,1.11
29.2605450251499,22.7,16.5,0.77
31.1066173778475,24.3,17.5,0.44
28.649175748859,23.0,16.8,0.47
30.661306551368,24.8,17.6,0.28
31.0222324024728,25.9,19.0,0.42
34.7296941080473,18.8,9.8,1.2
38.6180079367497,20.6,10.7,0.55
42.570117783565,22.6,11.7,0.16
45.0479303490929,24.2,12.3,0.13
45.0585225405231,24.4,12.5,0.11
46.7103415405832,26.1,13.5,0.11
23.9799175330591,13.2,8.6,0.53
23.8426532219755,13.1,8.5,0.41
24.6417636668901,13.5,8.8,0.23
25.580121519113,14.0,9.2,0.08
20.1294052244613,13.2,7.6,2.93
26.8791566153821,16.9,8.9,1.85
31.2200685982592,18.7,9.3,1.08
30.3695661455355,18.2,9.0,0.79
31.3732743392111,19.0,9.3,0.62
32.0732313703419,19.5,9.4,0.46
35.6610802204468,23.5,14.6,1.53
44.1133707880223,26.2,14.7,0.58
48.3066641297873,26.7,15.1,0.37
53.7470865668058,31.0,17.8,0.14
23.3996236653801,17.7,11.1,2.38
38.6618445559751,27.9,13.8,0.83
45.7327407145561,31.3,14.2,0.46
47.6488033176728,32.1,14.4,0.34
50.4587932995641,34.6,15.6,0.21
53.7587965235501,39.4,18.8,0.05
36.1812922147232,25.8,17.3,0.81
34.8892287988465,24.4,16.2,0.67
34.4812755085623,23.9,15.5,0.45
31.876719121692,20.7,12.9,0.48
31.2911907207838,20.2,12.6,0.43
38.6767657954067,27.7,18.5,0.4
38.2737119441377,27.6,18.5,0.33
36.2765629349632,26.0,17.6,0.26
35.3759461397105,25.4,17.3,0.32
37.171307523934,28.6,19.7,0.96
34.1092254993853,25.4,17.0,0.24
34.4959083827117,25.9,17.4,0.2
37.4988495631462,29.1,20.1,0.17
35.3380452752712,27.2,19.4,0.76
36.9516380749405,28.2,20.0,0.59
32.1298341543467,23.8,16.6,0.72
27.9999901352161,21.0,14.7,0.43
27.7385852788155,20.1,13.5,0.73
22.2580262393884,17.2,12.3,0.26
35.0610886564566,28.5,20.8,0.73
31.7569071173403,24.1,16.4,0.27
29.4470506283659,22.6,15.2,0.14
35.2574151904291,28.5,20.1,0.15
32.3163324119611,25.9,18.0,0.14
34.8982176021839,26.4,19.5,0.89
37.9983972169424,28.9,21.3,0.86
36.0734448893591,26.9,19.7,0.61
36.2710324428383,26.7,19.3,0.35
31.5520156023881,23.9,17.4,0.45
26.3200508063963,20.5,13.2,0.03
27.6338673196685,21.2,13.4,0.02
26.0096942048324,13.2,7.8,1.5
27.1119825005679,13.1,7.6,0.85
30.0251948926247,13.1,7.4,0.55
33.5251327212068,13.7,7.9,0.29
33.9028544602937,13.8,7.9,0.18
34.6560079365888,14.3,8.1,0.13
16.7618754603516,7.4,3.9,1.48
16.465181139378,7.1,3.9,0.78
16.6518324477687,7.2,3.9,0.42
17.600764600505,7.6,4.2,0.33
17.6370365910861,7.8,4.3,0.26
18.4124251927647,8.4,4.6,0.16
