X,Y,Z,oc
0.00720610558081,0.00661834875947,0.00506121073022,43.53
0.0338567488603,0.0302650260572,0.0132486589903,0.15
0.0287752274145,0.028714012318,0.0230124458293,0.7544
0.02693358209,0.0275378010929,0.0199451568217,0.0852
0.0262347731846,0.025194467144,0.0153161120435,1.23
0.0057132472329,0.00562043687176,0.00485701319335,40.74
0.0632093415926,0.0593529826997,0.0286890738065,0.21
0.0323263215878,0.0313447893435,0.0207978054344,0.7616
0.0391814908632,0.0342681652508,0.0149366331406,0.16
0.00860383503157,0.00872258745915,0.00567144589576,2.0316
0.123597865851,0.115546927493,0.0415329262332,0.3856
0.0264088050866,0.0257601336229,0.0180791376483,3.39
0.0288611277793,0.0268768315903,0.0187361279213,0.76
0.0652556764366,0.0637941369501,0.0364975877126,0.16
0.0939345537347,0.0908581915705,0.0481927500097,0.15
0.049832914422,0.0514614422017,0.0346568485667,0.5616
0.0604253388878,0.0526932694924,0.0275503517821,0.044
0.0128601470206,0.0111948696326,0.00692670818292,47.32
0.0280145434612,0.0274238701042,0.0179422962654,0.4692
0.00791121315894,0.00705266330772,0.00458349092746,29.55
0.0534100802086,0.0521838554986,0.0292327964659,0.57
0.00917761599705,0.00904808688547,0.00771182952249,5.56
0.0231532139489,0.0177515914517,0.00674229408153,0.27
0.00995961730833,0.00927367545734,0.00580127204887,0.7968
0.0632458414053,0.0554374450366,0.0214925645179,3.8
0.0160444229809,0.0153279663637,0.00941352293338,2.8952
0.0234731912887,0.0220918863589,0.0109737615259,0.9096
0.0341880740666,0.033418385426,0.0195263531024,0.08
0.0260471102764,0.0251459710515,0.0191339447447,2.11
0.0664760127265,0.0667695634096,0.0586609511539,0.54
0.0189887452177,0.0164611377797,0.00935164496577,11.2
0.0261991472419,0.024913894688,0.0152638337334,1.0212
0.0191706361051,0.0185373598817,0.0134255709786,5.2292
0.0600460261173,0.0572446934527,0.0308310402399,1.0632
0.00758029950357,0.00729198284251,0.00573751990222,11.59
0.0389663979927,0.037166633311,0.0275779629081,1.2176
0.0836215254595,0.0760302821661,0.0294755653659,0.14
0.0463865152579,0.0343040276264,0.0105089534576,0.02
0.057419230386,0.0538861892764,0.0274808075995,1.81
0.0108921882813,0.00872723633511,0.0039662504733,1.36
0.0568666885882,0.0537518583242,0.0298357839566,2.56
0.0158333199879,0.0154090916115,0.00982419630416,0.46
0.0238168406919,0.023141084711,0.0164282679733,1.046
0.0052423218362,0.00526453647595,0.00490340163296,11.2792
0.0357144133142,0.0343327404169,0.0209942129506,4.18
