X,Y,Z,oc
0.00661717684188,0.00607745524286,0.00464757642812,43.53
0.0310897602023,0.0277915758101,0.0121658943896,0.15
0.0264235329793,0.0263673207695,0.0211317225246,0.7544
0.0247323986134,0.0252872369999,0.0183151118656,0.0852
0.0240907008123,0.0231354151919,0.0140643820418,1.23
0.00524632436446,0.00516109905579,0.00446006721153,40.74
0.0580434725368,0.0545022797977,0.0263444203917,0.21
0.0296844091716,0.0287830939794,0.0190980766156,0.7616
0.0359793304529,0.0314675530311,0.0137159165662,0.16
0.00790067496012,0.00800972218471,0.00520793929822,2.0316
0.113496662857,0.10610369834,0.0381385915824,0.3856
0.0242505097214,0.0236548518117,0.0166015956367,3.39
0.0265024130205,0.0246802861252,0.0172048924897,0.76
0.059922567894,0.0585804747016,0.0335147729225,0.16
0.0862576251007,0.0834326828012,0.0442541322403,0.15
0.0457602519945,0.0472556861356,0.0318244706765,0.5616
0.0554869962238,0.0483868406725,0.025298761967,0.044
0.0118091340869,0.0102799537489,0.00636061357477,47.32
0.0257250169524,0.0251826171756,0.0164759378011,0.4692
0.00726465854815,0.0064762748464,0.00420889892329,29.55
0.0490450690621,0.0479190592273,0.0268437065803,0.57
0.00842756289904,0.00830861972954,0.00708156980945,5.56
0.021260986179,0.0163008185966,0.00619127096559,0.27
0.00914565409397,0.00851577176982,0.00532715523312,0.7968
0.0580769893529,0.0509067447535,0.019736055572,3.8
0.0147331707814,0.0140752675516,0.00864419002147,2.8952
0.0215548129373,0.0202863970238,0.0100769160017,0.9096
0.0313940074074,0.0306872226134,0.0179305354476,0.08
0.0239183749095,0.0230908825083,0.0175701971944,2.11
0.0610431705478,0.0613127304037,0.0538668054673,0.54
0.0174368642954,0.0151158289988,0.00858736911457,11.2
0.024057986448,0.0228777728999,0.0140163762474,1.0212
0.0176038899037,0.0170223690374,0.012328348006,5.2292
0.0551386833033,0.052566293345,0.028311331717,1.0632
0.00696078925947,0.00669603566805,0.00526861331701,11.59
0.0357818163385,0.0341291398632,0.0253241165364,1.2176
0.0767874430298,0.0698166043766,0.0270666348631,0.14
0.0425955144701,0.0315004845054,0.00965009500238,0.02
0.052726566011,0.0494822674714,0.025234901377,1.81
0.010002009441,0.00801399112499,0.00364210328126,1.36
0.05221918144,0.0493589148982,0.0273974141015,2.56
0.0145393204664,0.0141497627287,0.00902130055478,0.46
0.0218703771275,0.0212498482195,0.0150856455219,1.046
0.00481388598365,0.00483428510188,0.00450266449308,11.2792
0.0327956045126,0.0315268507043,0.0192784324616,4.18
0.00779988330182,0.007199516846,0.00480182060377,33.31
0.0863790124517,0.0849414378398,0.0377145812656,1.58
0.0187797443096,0.0161587887755,0.00894940613283,50.12
0.012127288361,0.0113915603481,0.00758988483717,0.46
0.0498833961845,0.0501637651734,0.0319190902665,0.354
0.0232008004947,0.0219960926767,0.0124196748855,1.5872
0.0915199521668,0.0934791815094,0.0567262720099,0.9332
0.0578225465454,0.0602091841614,0.058917874519,1.3368
0.00680953383309,0.00607505451475,0.00439148410859,43.12
0.0255535582463,0.021915093643,0.0100594971449,0.59
0.054527931729,0.0481720528596,0.0284097110182,0.318
0.0491955313375,0.045562274684,0.0218722476263,0.29
0.0188610556604,0.0180581716602,0.0136694150576,7.96
