x,y,Y,oc
0.381564829934,0.350442980682,0.00661834875947,43.53
0.437592852337,0.391170432019,0.0302650260572,0.15
0.357448756677,0.356688336618,0.028714012318,0.7544
0.361930050609,0.370049468723,0.0275378010929,0.0852
0.39305767746,0.377471483011,0.025194467144,1.23
0.352872215924,0.347139889549,0.00562043687176,40.74
0.417909139268,0.392412787225,0.0593529826997,0.21
0.382700796679,0.371080756,0.0313447893435,0.7616
0.443298289742,0.387709061437,0.0342681652508,0.16
0.374114456478,0.379278084063,0.00872258745915,2.0316
0.440355102062,0.411671178129,0.115546927493,0.3856
0.375936345247,0.366702334904,0.0257601336229,3.39
0.38753248048,0.360888364906,0.0268768315903,0.76
0.394181219417,0.385352693709,0.0637941369501,0.16
0.4031776897,0.38997359663,0.0908581915705,0.15
0.366550001173,0.378528767948,0.0514614422017,0.5616
0.429557016829,0.374590595051,0.0526932694924,0.044
0.415088155634,0.361337843255,0.0111948696326,47.32
0.38176986194,0.373720425537,0.0274238701042,0.4692
0.404720134401,0.360798626512,0.00705266330772,29.55
0.396138654017,0.387043835132,0.0521838554986,0.57
0.353835355413,0.348841468193,0.00904808688547,5.56
0.48593123612,0.372563947116,0.0177515914517,0.27
0.397834649099,0.370434857807,0.00927367545734,0.7968
0.45118928098,0.395484990154,0.0554374450366,3.8
0.393381490931,0.375815214313,0.0153279663637,2.8952
0.415169317797,0.390738237322,0.0220918863589,0.9096
0.392367387766,0.383533876972,0.033418385426,0.08
0.370371274473,0.357557719354,0.0251459710515,2.11
0.346397872262,0.347927526763,0.0667695634096,0.54
0.423841464365,0.367423579688,0.0164611377797,11.2
0.394702928996,0.375339972529,0.024913894688,1.0212
0.374912943548,0.362528197852,0.0185373598817,5.2292
0.405382883611,0.386470519431,0.0572446934527,1.0632
0.367800690771,0.35381139298,0.00729198284251,11.59
0.37572099553,0.358367341799,0.037166633311,1.2176
0.442143959052,0.402005701044,0.0760302821661,0.14
0.508626879736,0.376142731072,0.0343040276264,0.02
0.413724268746,0.388267556079,0.0538861892764,1.81
0.461813717007,0.370022749059,0.00872723633511,1.36
0.404876718549,0.382699899616,0.0537518583242,2.56
0.385552174776,0.375221923556,0.0154090916115,0.46
0.375741773142,0.365080839824,0.023141084711,1.046
0.340183868077,0.341625416748,0.00526453647595,11.2792
0.392287754632,0.377111434816,0.0343327404169,4.18
0.393909213966,0.363589545126,0.0078402738453,33.31
0.413227447133,0.406350252429,0.0925012258075,1.58
0.427902167298,0.368182900894,0.0175969209765,50.12
0.389835489222,0.366185281413,0.012405409219,0.46
0.378001159921,0.380125710596,0.0546283402738,0.354
0.402675849623,0.381766797616,0.0239537449249,1.5872
0.378611225854,0.386716411724,0.101798828664,0.9332
0.326774091819,0.340261760316,0.0655678015518,1.3368
0.394159832929,0.35164557975,0.00661573436656,43.12
0.444192255014,0.380945572053,0.0238655369772,0.59
0.415895494812,0.367417929213,0.0524593655641,0.318
0.42180835727,0.390656381087,0.0496173171309,0.29
0.372831821013,0.35696098593,0.0196653489379,7.96
0.452342602664,0.384482135659,0.0266366466048,3.31
0.398262587341,0.378336491953,0.0299729800683,1.64
0.397270449817,0.397921729225,0.134751318078,0.51
0.396698085447,0.367698607258,0.00996531698218,0.86
0.403105659135,0.39613902387,0.0499001691371,0.65
0.421856698834,0.410552725129,0.0746480241646,0.36
0.377011093447,0.370857101378,0.0244565188437,1.2056
0.382130939501,0.363711761002,0.0151242962848,1.424
0.428417448097,0.383759120702,0.0362090105581,0.2312
0.386943681055,0.368906009976,0.0259043233697,3.1
0.394374906093,0.398481237334,0.125017451128,0.21
0.414141519693,0.361692128919,0.00991170255263,39.27
0.396319476843,0.393929014726,0.128511873395,0.18
0.424630011868,0.381132848458,0.0477032318328,0.1052
0.345232107347,0.355993309883,0.0876947134308,0.06
0.435943304145,0.381075753976,0.0156677848351,13.84
0.42699754426,0.380983877518,0.0574583368555,0.26
0.362090128621,0.360843952481,0.0124502467622,2.79
0.39805749629,0.37631672117,0.0696769277544,1.03
0.467852250507,0.401607952343,0.0315520807691,0.23
0.418211288024,0.400089985256,0.108623538353,0.1436
0.397267117564,0.388101724511,0.0513649207163,0.88
0.425005164602,0.39272121985,0.0605797823114,0.25
0.361764463529,0.354082624762,0.0266721984035,1.798
0.452378518599,0.382325955749,0.0132063684409,3.83
0.416370792001,0.408554797225,0.101293737013,0.15
0.420786260579,0.384495612519,0.0789460457212,0.21
0.419314215157,0.388693750284,0.0454180768088,0.22
0.389872929562,0.376497014319,0.0501872227575,1.79
0.395920333179,0.372406579204,0.0801178626235,0.3068
0.389328218685,0.362763023981,0.0184304962693,8.15
0.364728271049,0.35320670225,0.0092469673109,21.23
0.367411597142,0.368554913109,0.106943648113,0.4104
0.402250271858,0.377795917182,0.0406872071016,1.2928
0.379099797871,0.385624299797,0.116918695522,0.2456
0.386722222072,0.393973928525,0.10352312384,0.3732
0.411918741776,0.390608045688,0.0765371925597,0.34
0.402319047607,0.365123324309,0.0123849544139,12.08
0.355215630739,0.352478614265,0.0121121810249,21.59
0.397006487972,0.374148917226,0.0520607669203,2.18
0.360377662198,0.366662811361,0.443008612787,0.1656
0.379725028851,0.363808858606,0.0152135658994,0.8352
0.371029360946,0.378811907212,0.0667860083719,0.2816
0.438961164034,0.385887281313,0.0343407149764,1.59
0.388172002775,0.367992558862,0.0156406301291,1.95
0.425953352386,0.386685066135,0.0594890548351,0.17
0.394445745679,0.383019533222,0.0491483917828,0.1676
0.398288460855,0.377485021041,0.0270335443461,1.81
0.401302422622,0.363290529872,0.0116721066877,32.99
0.420524658403,0.369511595574,0.0170669832818,0.768
0.394290974817,0.388772633768,0.0525175377317,0.04
0.387358239271,0.352879902147,0.00499722857326,51.09
0.33832137957,0.352533522973,0.034339323637,0.5892
0.466327724665,0.39156470801,0.0308380091677,0.468
0.368953839557,0.362058269914,0.0336868372458,2.77
0.391933146389,0.383014119246,0.0533832202203,0.174
0.386468269455,0.38715349199,0.245654373121,0.02
0.39189015723,0.366321661896,0.00433695661218,16.82
0.409028498012,0.362212376245,0.012026618561,45.7
0.400074004387,0.379952416536,0.0471100181176,1.25
